name,lat,lon,timestamp
ARAU,6.450158663124262,100.27973797024838,914630400
ARAU,6.450158665723083,100.27973797458911,915494400
ARAU,6.450158762179365,100.27973801118108,916358400
ARAU,6.450158718216536,100.27973799563942,918345600
ARAU,6.4501586948484215,100.27973798951082,920937600
ARAU,6.450158664118323,100.27973814389586,922060800
ARAU,6.450158630259965,100.27973814932993,923270400
ARAU,6.450158611856462,100.27973806544686,924220800
ARAU,6.450158666548802,100.2797380959387,925084800
ARAU,6.450158645196418,100.27973819721775,929923200
ARAU,6.45015867067528,100.2797381251812,930960000
ARAU,6.4501586582165675,100.27973815750188,931910400
ARAU,6.4501586599603735,100.27973824730324,933206400
ARAU,6.450158640317964,100.27973820892001,934156800
ARAU,6.450158676742825,100.27973821315494,935020800
ARAU,6.450158628181213,100.27973823570598,935884800
ARAU,6.4501586765158505,100.27973822973289,937008000
ARAU,6.450158686201518,100.2797382291265,937872000
ARAU,6.450158703556961,100.27973824962008,938736000
ARAU,6.450158697546066,100.27973823985008,939600000
ARAU,6.4501587093955175,100.27973819629536,940723200
ARAU,6.450158734161237,100.27973821001468,941673600
ARAU,6.4501586747421005,100.27973822366846,942624000
ARAU,6.450158672896674,100.27973824161711,943574400
ARAU,6.450158684900005,100.27973827050077,944438400
ARAU,6.450158710966938,100.27973828956763,945302400
ARAU,6.450158712866206,100.27973825340729,946252800
ARAU,6.450158693161559,100.27973826969782,947721600
ARAU,6.450158686525659,100.27973827947405,948585600
ARAU,6.4501587033564105,100.27973834207877,949536000
BABH,5.146659192249294,100.49366227220888,1103846400
BABH,5.146659188120397,100.49366217109801,1104796800
BABH,5.146659206194268,100.49366212589827,1105747200
BABH,5.146659140816596,100.49366214273128,1106697600
BABH,5.146659171385491,100.49366206092193,1107561600
BABH,5.146659175502254,100.4936620943185,1108425600
BABH,5.146659219497967,100.49366205528149,1109289600
BABH,5.146659176105732,100.49366207222768,1110153600
BABH,5.146659180589002,100.49366210562728,1111017600
BABH,5.146658862320417,100.49366171470449,1111881600
